sentence1	sentence2	label
not any more	sorry dmm,	Comment
i assume no-one will give me clay for wood?	sorry	Question_answer_pair
worth waiting until quarter past?	im happy to	Question_answer_pair
anybody with wood?	not me	Question_answer_pair
17 rounds, 51 rolls	well, looks like i'll be seeing you all next season!	Comment
can you wait for a few more minutes?	yep	Question_answer_pair
i think you are trading with j	mmatrtajova ended their turn.	no_relation
sorry mate	i have sheep	Explanation
you have a lot of yellow he	hex*	Correction
anyone wanna trade some of their clay/ore for some wood?	i have no wood,	Question_answer_pair
hey where is everyone from?	i'm uk	Question_answer_pair
i assume no-one will give me clay for wood?	have none to give	Question_answer_pair
i have ore now	wood?	Result
it says	what you have in your portion of the screen	Elaboration
nope	oh well	Acknowledgement
only for a clay	i need my clay	Contrast
i can wheat for clay.	cool	no_relation
i saw it forming	when you went on the card spree	Elaboration
it's impossible ;)	last all 4 times	no_relation
yup	well thanks guys	Comment
i do, 	you got sheep?	Q_Elab
ok then	:)	Comment
deal	at what rates?	Q_Elab
well done	on my part anyway	no_relation
is there a recommended program for it?	any word processor should do.	Question_answer_pair
i deed	nice	Acknowledgement
but if i gave you some sheep,	well, as i say, don't have any ore at all	Contrast
thanks	nancy ended their turn.	Sequence
next round maybe	afraid it'll be none then :)	no_relation
likewise	alas	Acknowledgement
if so,	then obviously no :d	Conditional
anyone need sheep?	i have a large quantity of them	Elaboration
i have ore	... from inca	no_relation
do you mean	you want wheat??	Elaboration
what are you offering?	wheat	Question_answer_pair
anyone have clay to spare? 	gaeilgeoir ended their turn.	Result
no worries!	gotwood4sheep ended their turn.	Result
we finished just in time for football ;)	i hope i have not jinxed it 	Comment
i think you are trading with j	yeah,	Acknowledgement
i'll give one ore for 2 wheat	ok sounds good	no_relation
clay, ore, sheep?	hmmmm	Comment
anyone got sheep or ore for a wheat?	nope	Question_answer_pair
my sheep!	:-)	Comment
got a run of vp cards	lucky run of 5s at the start	Continuation
sorry, that doesn't get me anywhere	:i(	Acknowledgement
yep worked!	nice trade	Comment
metropols of wheat	your people are well fed	Comment
i have spare wheat	?	Continuation
good luck all	can you hold on a little longer :p	Clarification_question
only inca	and he's holding his	Continuation
i'm cleaned out	catanstrophe ended their turn.	Result
an ore + wheat?	deal :)	Question_answer_pair
and was waiting three other times for people	should we email everyone 	no_relation
little colour ticky boxes	cool, thanks :)	no_relation
i'm misunderstanding something here guys,	what do the 3:1 ports let us do?	Elaboration
this is a long game guys....	bye bye steve zissou :(	Result
i'm repeatedly being distracted by css >_>	do you have clay or sheep	no_relation
how do i send it to her?	click on the red square	Question_answer_pair
i see the bubble	but no options	Contrast
or tell us	what you have	Continuation
ore! :d	also... you're all gonna hate me	Continuation
that;s terrible!	wheat or ore?	no_relation
maybe sheep	ok	Acknowledgement
i'll trade ore for wheat	brick?	Q_Elab
sorry i said no clay,	my bad for communicating with a yup :(	Comment
we've played each other before dude. :p	oh ok 	Acknowledgement
i sort of cut him out >.>	yeah, i noticed,	Acknowledgement
anyone have wheat or ore they can give for clay?	move on move on:)	Question_answer_pair
anyone got ore?	no sry	Question_answer_pair
anyone have sheep or wheat to trade?	no sorry	Question_answer_pair
nah, i'll skip it. 	it's a 15min walk to the cameo	Continuation
did i send that to the right person?	ya	Question_answer_pair
when did we decide on for the next game?	yep saturday's looking promising	Question_answer_pair
yeah	ia m looking for either	Contrast
no	ljaybrad123 made an offer to trade 3 sheep for 1 clay from the bank or a port.	no_relation
yeah	no worries.	no_relation
hm, i guess you could scan it in an send it back.	sorry	Comment
anyone have wheat or clay?	for ore?	no_relation
hello?	argh, sorry	Question_answer_pair
brick?	i'll trade for brick	Question_answer_pair
anyone give me an ore for a clay?	or a sheep for something?	Alternation
how about tomorrow?	not sure i can do it tomorrow... 	Question_answer_pair
oh shit	gone	no_relation
spend it wisely then	william made an offer to trade 3 wheat for 1 clay from the bank or a port.	Result
i can offer wheat :d	we all seem to have a surfeit.	Elaboration
back :)	aloha	Continuation
i trade sheep, i get sheep	such is the world	Result
none still	likewise	Parallel
i am looking for grain.	none	Question_answer_pair
enjoy the spoils of victory	bye all	Continuation
1 ore 1 wheat?	k	Question_answer_pair
anyone have a spare wood,	kersti ended their turn.	Result
ore for sheep and wheat or wood	one or tother?	Clarification_question
yeah,	so 8 won't get you wheat now	Explanation
played 3 last night for markus's other project!	game started.	no_relation
ok guys	bye	Continuation
does anybody have wood?	(to trade)	Elaboration
not for trade sry	or clay?	Q_Elab
wow i've just seen it says 'rolled a [sic] 8'	haha, never noticed that	Acknowledgement
we'll steal	haha	Comment
anyone have wheat or ore?	ljaybrad123 made an offer to trade 4 wood for 1 wheat from the bank or a port.	Result
anyone want ore?	... from ghettoette	no_relation
anyone trade clay for wheat?	no	Question_answer_pair
lol	dmm made an offer to trade 2 wood for 1 clay from the bank or a port.	no_relation
thank you	inca has 6 resources.	no_relation
my kingdom for a brick!	sorry none of that either :(	no_relation
i have wheat :p	skinnylinny made an offer to trade 4 wheat for 1 clay from the bank or a port.	no_relation
wood :)	deal	no_relation
im less of a threat :p	yeah	no_relation
should we start the real game with yiin? 	or is it getting too late for you guys?	Alternation
anyone have clay for wood/sheep?	tyrant lord made an offer to trade 4 sheep for 1 clay from the bank or a port.	Result
is your points counter showing you 4 or 6?	longest road i think only from 5 roads or longer	no_relation
okay,	just got some more...	Explanation
wood? 	no sry	Question_answer_pair
thanks	no worries	Acknowledgement
i hope i have not jinxed it 	you are too good for us	no_relation
afraid i can't pay 2 for 1...	apologies!	Comment
ayone need ore?	yess	Question_answer_pair
woops	if you type cash cash cash in	no_relation
ah, forget it.	well what do you want?	Q_Elab
i just sent the trade request	i accepted.	Continuation
yes	if you giv eme wood,	Elaboration
tomas, next trade add in a sheep	1 for 1?	no_relation
i'll take a sheep,	have you any wood as well?	Continuation
anyone have wheat to trade 	do you have clay/wood?	Q_Elab
can i have one of those sheep please anyone?	sorry,	Question_answer_pair
i'm very tempted	i'd take some pictures	Continuation
no,	i have a robber sitting in my wheat field	Elaboration
whenever he was >7 resources	:(	Comment
i have clay	ok	Acknowledgement
i will give wheat for anything else...	i'll give wood	Continuation
kk	gotwood4sheep ended their turn.	Result
it was horrible on the weekend, 	now glorious	Contrast
yeah,	after this trade	no_relation
as in, i give you the clay	no ore, sorry.	no_relation
ok	ya	Question_answer_pair
ravenous	joel ended their turn.	no_relation
i am fine with going on to the real one	yeah that's fine with me.	Acknowledgement
ah, how this game goes back :p	just gimmie the virtual dice,	Narration
a sheep _and_ a wood?	ok,	Question_answer_pair
hey innis!	grab a seat,	Continuation
don't hav enay	have any...	Correction
j how did you resolve this problem	did you press the buy button??	Question_answer_pair
well done	not rolling a 7	no_relation
i could spare some clay though	1 clay for 1 sheep?	Q_Elab
or an ore.	or..clay.	Alternation
you need sheep?	ya	Question_answer_pair
just send it by email.	thanks!	Acknowledgement
there's always no win no fee people	did they file an accident report?	Q_Elab
no clay sorry	or a sheep for something?	Result
which one?	are we trading?	Continuation
no	how about two ores?	Q_Elab
i don't have wood either	...or do i	Correction
2?	1:1	Question_answer_pair
sry niko	and thank you lj	Continuation
or ash?	ash?	Q_Elab
grrrr	i am hemouraging resources here!	Explanation
nope	... from sparkles	no_relation
i'd like wheat?	same here...	Question_answer_pair
anyone want to trade clay for something?	nope	Question_answer_pair
i would need a sheep and a wood i'm afraid	i can give you 2 wheat that will give a free resource :)	Q_Elab
sht = shoot	ok	no_relation
and now wolfie is quiet and it isn't rolling..	hello wolfie?	Clarification_question
67 more minutes :p	haha :d	Comment
anyone have an ore?	no	Question_answer_pair
why can't real life obey the rules of maths	our sample size is small ;)	Explanation
an ore?	an ore + wheat?	Q_Elab
wooded up ;)	no worries then :)	Acknowledgement
wife was talking to me...	yep	no_relation
but if no1 comes	i ran through the rain to get here!	Elaboration
hi woodnsheep...	hi	Acknowledgement
nope, no ore...	dmm ended their turn.	Result
anyone got any clay?	anyhoo.	Continuation
lol 9	pwned	Comment
ok...ore?	then sorry no	Question_answer_pair
actually...	:p	Comment
cool	tyrant lord ended their turn.	Result
dammit it won't let me trade for nothing	tomas, next trade add in a sheep	Result
i need brick though.	could you throw in a sheep with the wood?	Q_Elab
it seems neverending	ariachiba ended their turn.	no_relation
i'll give you a clay	for a wood.	Elaboration
yes	bye	Acknowledgement
i'm happy to wait 7', yes	although i have one by my knee	Contrast
i have some wood 	but plenty clay as well. 	Contrast
i've not got one,	sorry	Comment
yeah...	one for a sheep?	Result
i was after wheat..	hahaha	no_relation
ash?	sorry	Question_answer_pair
anyone got a spare sheep?	i have wheat or ore	Elaboration
do u have ore?	not spare	Question_answer_pair
it's supposed to be three of you.	i'm good for a little bit longer.	no_relation
well, there are three of us, at least...	worth waiting until quarter past?	Clarification_question
i would like a wheat	gotwood4sheep ended their turn.	no_relation
does anybody have wood?	no, sorry	Question_answer_pair
none,	next time there's a 5!	Contrast
hey duncan	nie to meet you!	Continuation
i'll take one wheat for one sheep	done :)	Acknowledgement
it's much appreciated	thanks.	Comment
to be honest i think the fairest thing would be for us to play it now without him	well,	Acknowledgement
i can give my sheep for anything...	sorry	Question_answer_pair
you got sheep?	i do	Question_answer_pair
this is very un assembly ;)	because you completely thrashed us :p	no_relation
you are so lucky to have wood!	hehehehe	Acknowledgement
7 again??	we've had about 5 haven't we at least, lot of 7s	Comment
wheat for clay?	don't haveit	Question_answer_pair
and where is your office?	informatics 3.24	Question_answer_pair
did the wheat colour load properly for everyone?	it looks golden and wheaty from here	Question_answer_pair
do you still have any spare wheat lj?	inca ended their turn.	Result
i'd send the workplace a message	checking they've filed an accident report	Elaboration
tomas, i will give you 2 wood for a sheep...	i just discarded all of my sheep... :/	Question_answer_pair
you're holding a lot of cards there...	no tinky pictures?	Clarification_question
anyone got ore??	sorry	no_relation
i need to leave soon too	you can try to hurry up.	Result
actually wait	you're the only person	no_relation
anyone have any  clay to trade?	no	Question_answer_pair
cant build a settlement unless you have a road,	though can build a city	Contrast
i can give a wood for the wheat	ok i'll tak eit	Acknowledgement
yeah well i like to share	but there's some good strat in there	no_relation
i can give a wheat	... from catanstrophe	no_relation
we had soooo many 7s last game	lol annoyyying	Comment
anyone have ore?	i hav an ore	Question_answer_pair
thats why!	xd	Comment
think i need mine	sorry,	Comment
i thought so.	that's no problem, my man ;)	Contrast
please sit down!	kittles sat down at seat 2.	Result
so another nope.	fair enough	Acknowledgement
should we start??	we can't do it with three...	Question_answer_pair
would eiter of you trade ore for wheat and/or wood	chameleon ended their turn.	Result
amy? do you have ore?	ore needed :d	Explanation
we can't do it with three...	who is it we need 	Clarification_question
you could trade them back for the resources you'd need	cool.	no_relation
how's that pizza?	woodnsheep ended their turn.	no_relation
noooooooooooo!	enjoy my wheat :d	Comment
but i need to be at the cameo by 9.20	and that means leaving in about 10mins :/	Continuation
i'll trade a sheep for brick.	i got cofused earlier with ghettoette.	no_relation
wood for ore?	yes	Question_answer_pair
anyone have some wood to spare?	for a sheep	Elaboration
i'll be a sport	and move the robber back to the desert :)	Elaboration
which way?	my wood, you r wheat ideally	Q_Elab
i don't have any brick.	ore	no_relation
anyone want clay?	i'll give you ore/	Q_Elab
i had one just now	:p	Comment
just checking.	last time it only told me i was disconnected when i tried to type	Explanation
some sort of delay?	something weirder?	Alternation
what do you want?	anything	Question_answer_pair
ah, 'fraid not	until someone rolls a 4	Background
np	tomm ended their turn.	no_relation
my clay pit is slightly blocked!	shh :p	Comment
ah, all right	sabercat ended their turn.	Result
so just let me know :)	yer, i can play tomorrow	Question_answer_pair
yes	gotwood4sheep has 10 points.	no_relation
i'm just in and,	why did you build your road right before her turn jade?	Clarification_question
for?	brick or wheat	Question_answer_pair
ok	who moves first i mean	no_relation
i'll go for dolly later :d	baaaah	Comment
we can set the new one up in the meantime	u wanna do that?	Clarification_question
fair enough	addtime	Result
i have material but can't buy	:-)	no_relation
i want clay or ore	1 4 1 both of you?	Q_Elab
one each?	as in, one ore per wood, one wood per person?	Elaboration
can i get a clay from someone?	none sorry	Question_answer_pair
anyone have clay or sheep?	nope	Question_answer_pair
anyone go wheat?	nnope	Question_answer_pair
yup	ill give you a couple	Elaboration
ore for any wood/clay?	i have a clay for you raef	Question_answer_pair
or clay	sorry	Comment
already...!!!	:)	Acknowledgement
sorry,	need me some clay	Contrast
hitting quit?	ok	Question_answer_pair
yorkshire	nice country	Comment
i'll give clay for ore	kersti made an offer to trade 6 clay for 2 ore from the bank or a port.	Result
anyone got clay or wheat?	some resources would be lovely...	Question_answer_pair
there's your wood ;)	sry...	no_relation
always feel a bit	sorry for pets who live in flats..	Elaboration
1:1	no thanks	Acknowledgement
afraid not	dmm ended their turn.	no_relation
could you throw in a sheep with the wood?	i'll give you the brick	Conditional
it's opened in a file	is there a recommended program for it?	Clarification_question
anyone have clay?	need mine,	Question_answer_pair
it is a bit, 	no worries, 	Question_answer_pair
you just nicked my wheat :p	not going to buy it back	Result
oh... i can't move the robber?	it says null needs to discard,	Explanation
what can you offer?	i can offer a sheep	Question_answer_pair
nope	... from ljaybrad123	no_relation
no	sheep	Continuation
i must decline	ya, geting to that point	Acknowledgement
aww	that's... fairly broken?	no_relation
trade with bank/port	you have to have four resources of a kind	Question_answer_pair
i can only see reject?	err... that probably means you don't have the resources i was after	Question_answer_pair
still no clay or ore to sprae?	i could spare ore	Question_answer_pair
we can't afford to wait any longer	shall i start the game now?	Result
anyone want sheep?	i have an abundance :)	Question_answer_pair
yes.	ok	Acknowledgement
well*	ooh!	Continuation
anyone want to give me one wheat for one clay?	ig ended their turn.	Result
i have only 1 of 1	yeah	Acknowledgement
they're just ineffectual.	thanks!	no_relation
i wld give u clay	skinnylinny ended their turn.	no_relation
anyone have wheat or wood to give me for ore or sheep?	not yet,	Question_answer_pair
how about wood?	again nope,	Question_answer_pair
kk no worries ;)	gotwood4sheep made an offer to trade 4 wheat for 1 ore, 1 sheep from the bank or a port.	Result
i can offer a sheep	i think i need ore more than sheep jsut now	Question_answer_pair
tbh	i need to go	no_relation
ok?	keyser84 ended their turn.	no_relation
afraid catan has sunk ya	neither here,	no_relation
anyone want wheat or wood for an ore?	i think	no_relation
i thought so	:) 	Acknowledgement
i'm repeatedly being distracted by css >_>	maybe there's another css emergency?	Comment
if you'd like.	otherwise 1-1	Alternation
yes	( i also have sheep)	Parallel
i have wood	do you have wheat?	Q_Elab
that one was unusually quick though	4	no_relation
anyone got wood?	i'm up for that	Question_answer_pair
anyone got wheat?	yes	Question_answer_pair
let's roll some 5s now!	or not :p	Comment
ok i have one to trade for one clay	bah i need my clay.	Question_answer_pair
i play some piano	what level are you?	Clarification_question
i have a wood	ok	Acknowledgement
ok,	you're ready to go.	Continuation
do you have ore?	i do	Question_answer_pair
i got clay	for ore?	Q_Elab
my wood, you r wheat ideally	cheers anyway :)	no_relation
no	i feel neglected over here.	Comment
but does anyone have any brick?	no	Question_answer_pair
euan?	hey,	Background
sorry,	meh.	Acknowledgement
or clay?	nope	Question_answer_pair
anyone have brick?	sorry,	Question_answer_pair
congrats	thanks.	Acknowledgement
doesn't look good	yeah catanstrophe is the king of ore mountain.	Comment
i wish i could get excited about this rare 5	lol	Comment
you get 2 every time we roll a 3	which has happened surprisingly often	Comment
nope	please	no_relation
sweet	no	no_relation
hey	sorry,	Comment
nope	euan just picked one up	Contrast
anyone want clay or sheep for their ore?	nope :)	Question_answer_pair
does anyone want to give me a wheat and i give them an ore?	zorburt ended their turn.	Result
how do you buy development cards?	at the bottom, acard	Question_answer_pair
wow	how long is this game going to take	Clarification_question
nice	hope its not necessary though	Comment
brillant	banks are such rip-offs :)	no_relation
any clay?	none still	Question_answer_pair
anyone want to trade for clay?	nope	Question_answer_pair
unfortunately.	could i send a surrogate with my signed form?	no_relation
not sure.	well, we should...	Comment
i have sheep,	what are you offering?	Q_Elab
surprisingly i am bereft of sheep.	:(	Comment
anyone else want some more sheeep?	i need ore!	Elaboration
i dont have any ore,	bah, that's what i meant,	Correction
none of either	sorry	Comment
can we start the next at half oast?	i'm happy to wait 7', yes	Question_answer_pair
no chance,	haha	Comment
good luck guys!	hello gl all!!	Comment
it's been your turn the whole time	ok	Acknowledgement
nope,	cool	Acknowledgement
nope,	have you?	Clarification_question
anyone have wood or heep?	no	Question_answer_pair
you're welcome	gramos ended their turn.	no_relation
i will swap 1 for wood sheep or clay	dont have wood, can offer + wheat and 1 sheap for ore	Result
is clay	mmatrtajova has 5 resources.	no_relation
but it was only this turn - i remember :p	- they weren't)	no_relation
no	ash has 2 resources.	no_relation
have none	*idea	no_relation
i was hoping to build another road last time to protect it	you'll pop back up to 8 next turn	Contrast
haha, well played yourself	just had good trading ports and no 7s when it mattered	Explanation
yup	deal	Acknowledgement
i have no wood,	so another nope.	Result
let's give her a couple of mins	to try and reconnect	Elaboration
you need it	thnx	Acknowledgement
yes	for a sheep	Elaboration
how many +1 did you have inca?	yeah thought so	no_relation
oh well	^^	Continuation
bah, phone, brb.	hey!	Narration
sry was eating dinner	no worries	Acknowledgement
for sure.	thanks all, was fun!	Continuation
there's an awesome settlers blog	i found in the summer during the first season	Elaboration
who are we waiting on now?	i think we're missing mr. sparkles	Question_answer_pair
is anybody willing to trade a clay?	dmm ended their turn.	Result
anyone want to trade ore for sheep or wheat?	sorry,	Question_answer_pair
not	but hey	Contrast
nooo!	why amy, why?	Elaboration
ig, on your turn	gotcha	Acknowledgement
clay or sheep	i hast clay	Question_answer_pair
do it in earnest next week	sure	Acknowledgement
anyone wants to trade wheat for wood	and no	Question_answer_pair
well,	forgot i can't play cards	Continuation
and niko what about a wheat?	i'm not sure what i need	Question_answer_pair
anyone have wheat	catanstrophe ended their turn.	Result
so anybody wana trade sumthng?	i dont know	Question_answer_pair
nah it is ok	i meant kieran, sorry	Correction
can do clay for sheep	tons of sheep here	Question_answer_pair
thanks again for participating!	thanks!	Acknowledgement
anyone want to trade their ore for my wood?	cant	Question_answer_pair
will trade a sheep or wood or wheat	i'll take wood or wheat for an ore	Question_answer_pair
3s are treating you well	kerching	Elaboration
clay for wood	1 for 1	Elaboration
i'm assuming ig is ivan?	that's me	Question_answer_pair
no wheat...	same	Parallel
it says	ok cool	Acknowledgement
oooh	you have me, go on	Elaboration
anyone got wheat	sparkles made an offer to trade 3 clay for 1 wheat from the bank or a port.	Result
if you want?	i have wheat	Conditional
want 2 ore	i can do 1 for 1	Question_answer_pair
is it a wolf?	shouldn't have laughed..	no_relation
no still	the irony	Comment
if you have wheat?	yup -	Question_answer_pair
what are you offering?	an ore or wheat?	Question_answer_pair
possibly when my turn rolls around	i'll have something	Conditional
it said sheep	oh woops	Acknowledgement
heh	for the good of my people you understand	no_relation
ghettoette - i can give wood for brick	i have wood to offer	Parallel
snap	flip a coin, inca :)	Result
shall we?	me too	Question_answer_pair
none	no worries :)	Acknowledgement
nope	(i would,	Elaboration
i deed	lucky	Elaboration
so i moved him twice	that sucks	Comment
anyone to trade an ore,	got everything	Elaboration
ore's worthless	unless you need some.	Alternation
i am now utterly wheatless	hey, i know where you can get some good wheat	Comment
do we start	not yet	Question_answer_pair
thanks!	now...	no_relation
nhave clay for ore or sheep?	anyone*	Correction
ok then 2 ore	you slave driver :d	Comment
good game everyone	well played all :d	Acknowledgement
if he's not here in 7 mins	we'll not have time before william arrives	Conditional
ive got a sheep	for clay?	Elaboration
btw, are we playing without the others?	and then just go for it?	no_relation
if you'd like.	you can give me 2 wood	Conditional
hi.	ok then	no_relation
ah, actually, i can't,	sorry.	Comment
end turn if you're done	rainbow ended their turn.	Result
can't spare clay	sorry	Comment
yeah!	gotwood4sheep joined the game.	no_relation
if i*	 typo	Explanation
i'm producing.	 just watch me roll a 7 tho :/	Contrast
i can offer sheep or wheat?	sorry	Question_answer_pair
you got wheat?	no,	Question_answer_pair
:p	i got it in the beginning...	no_relation
i have wood ( or ore)	i'll take wood	Question_answer_pair
sheep anyone??	no	Question_answer_pair
anyone want sheep or wheat for clay?	sorry	Question_answer_pair
if your up for it	will do on my turn	Conditional
have fun	ariachiba ended their turn.	no_relation
also 7's,	fraid not	no_relation
i do,	agnes made an offer to trade 4 sheep for 1 clay from the bank or a port.	no_relation
william, can you spare another clay for another wood?	wooded up ;)	Question_answer_pair
i can offer wheat :d	yep i've got plenty now too,	Question_answer_pair
wait, 	not until like the 26th of june	no_relation
anyone got clay	i got wood	Elaboration
it was nice playing with you.	ditto	Parallel
does anyone have sheep?	yeah i can do that.	Acknowledgement
i've not got one,	does anyone have spare wheat?	Sequence
i'd need 2 wheat for an ore	sorry!	no_relation
wood	can you do 1 for 1?	Q_Elab
but i can't seem to do anything	woodnsheep ended their turn.	Result
for what, william?	anything really.	Question_answer_pair
clay for sheep?	sorry	Question_answer_pair
i've just had an e-mail 	back from yiin	Elaboration
e?	not just now	Question_answer_pair
can you guys do tomorow night too?	i can't, i'm afraid	Question_answer_pair
not sure i can do it tomorrow... 	okay :) will email you	Acknowledgement
yeah for sure!	i know right!	Elaboration
if that's a soldier	gotwood4sheep ended their turn.	Result
i want sheep:)	me too	Parallel
can i get someone's clay for a wheat?	no clay here sorry	Question_answer_pair
and there it is lol	eh?	Clarification_question
sheep, wheat, or wood, currently.	afraid	Result
is there a reason i can't buy a settlement now?	i have the resources	Explanation
any chance of a wheat?	no	Question_answer_pair
what about sat or sun aft	both are fine by me	Question_answer_pair
did the last game get played?	i think we're missing mr. sparkles	no_relation
soo... how do we do this?	ok,	Acknowledgement
hi	is there anyone else??	Clarification_question
was the plan!	i saw it forming	Background
we'll see where we're at	no	no_relation
damn right	:d	Comment
3 settlements a city a soldier and a card!	you're steaming ahead	Elaboration
ok 	we start??	Clarification_question
anyone any clay?	nope	Question_answer_pair
i cant do thursday....	 but maybe niko could?	Contrast
right,	so, who're we waiting for?	Result
ah hmm	sorry,	Explanation
aww. :(	that's a fair point,	no_relation
fair,	i wasn't sure.	Background
offer should have gone to everybody	on my screen it has you asking tyrant lord to confirm	Contrast
well, it depends	i must refuse, on principle	no_relation
weird?	nope	no_relation
still no	no 10 to date	Elaboration
we should play anyway	heh	no_relation
i don't know,	quick email around?	Result
clay for wheat	its ok when you get used to it	no_relation
oh boy	haha	Continuation
with 10 cards you have to discard.	how annoying.	Comment
you sould do one with each of us,	if you want.	Continuation
first a cad, now a gent ;d	gotwood4sheep has 8 resources.	no_relation
i am from frankfurt	no	no_relation
does the robber do anything	like, if that resource comes up	Elaboration
did you press the buy button??	its not there nvmd	Question_answer_pair
i'm going to throw my computer.	i was so set up!	Elaboration
anyone got wood?	i have no wood	Question_answer_pair
me too	do you need wheat??	Q_Elab
i just drew,	ghettoette ended their turn.	no_relation
any wheat now?	lj?	Q_Elab
zorburt's sheep is the winner!	wait	Correction
ill win next time :d	i'll speak to markus about this 5th person who doesn't email	no_relation
nice	well done	Comment
does anyone have any clay to trade?	no clay...	Question_answer_pair
sorry can't help	i guess the robbers ensured a clay shortage	Explanation
anyone wood and clay for 2 ores?	no	Question_answer_pair
ouch	sorry!	Comment
1:1?	yep,	Question_answer_pair
need mine	ore for a sheep?	Q_Elab
you get one for each settlement you build,	aaahh	Acknowledgement
no worries,  man	and was waiting three other times for people	no_relation
yes	i will give you 1 wood for 1 clay	Result
kk no worries	gotwood4sheep ended their turn.	no_relation
because im off work :(	sadly unpaid :(	Comment
i have wheat and ... sheep.	no	no_relation
can i have someone's ore?	no ore here sorry	Question_answer_pair
1 for 1	clay for wood	no_relation
yup	early doors	Comment
i'll give you sheep	no	Result
some nice desert-front property	if you want.	Conditional
ouch :(	robbed	Elaboration
need me some clay	sorry,	no_relation
loads	want sheep or wood?	Q_Elab
so	yea	Question_answer_pair
for?	ore	Question_answer_pair
no worries,  man	nareik15 sat down at seat 3.	no_relation
clay for a wood?	no	Question_answer_pair
just emailed everyone to see-	if tomas has a smartphone	Explanation
anyone got clay for wheat?	i need 1 clay	Elaboration
can i get sheep or ore from someone for wheat?	n	Question_answer_pair
that's 4 in one roll!!	there will be lots of clay this game i think ;)	no_relation
since dmm got 3 and matt 5,	if you'd had one more game	Continuation
that's all i'm interested in, sorry :(	dave - how many wheat would you give for 1 wood?	Q_Elab
no	i want clay	Contrast
indeed, and i've enjoyed the season.	and the rest of you	no_relation
anyone else want some more sheeep?	amanda made an offer to trade 4 sheep for 1 ore from the bank or a port.	Result
great,	gramos ended their turn.	no_relation
now what?	please remember to fill in the questionnaire.	Question_answer_pair
so...anyone got clay?	not a bit :(	Question_answer_pair
anyone got wheat	and want clay or sheep?	Continuation
my sheep!	lol	Comment
oucho	waiting to reap now the robber has sauntered off with it	no_relation
no	:)	Comment
hehe, it was fun, thanks.	i think i got very lucky getting to the sheep port	Elaboration
sure	ah ok,	Acknowledgement
yup	i saw it forming	Elaboration
if anyone has ore or clay	i have sheep to trade	Conditional
because you dont have the resources	probably	Continuation
i mixed up the colours	oh man	no_relation
ok then, thanks :)	gotwood4sheep made an offer to trade 4 ore, 4 wood for 1 clay, 1 wheat from the bank or a port.	Result
least you didn't have to lose half your resrouces this time	tomm ended their turn.	no_relation
unless you have 2 woods, i cant trade my ore	how about 1 wood 1 sheep?	Q_Elab
very well played	to the pub!	Narration
hi tomas	hi there	Acknowledgement
sorry i keep asking	haha no worries, you have to	Comment
does anyone want to give me a brick or wheat?	i'll give you a sheep	Elaboration
sry	its ok	Comment
anyone got wheat?	yup	Question_answer_pair
when is you you guys are away?	i leave on friday for two trips...	Question_answer_pair
oh well	euan ended their turn.	Result
will you get two for an ore?	give	Correction
ahh, she was very very close in the first game too	we'll get lj in the loop, 	Result
no worries :)	cardlinger ended their turn.	no_relation
yeah,	but then the dice turned on me...	Contrast
have play this java version before?	nope,	Question_answer_pair
guess what i'd trade it for ;)	if so,	Question_answer_pair
nope.	darn ok	Acknowledgement
yeah that's fine with me.	wait	Contrast
i have a link to your website,	and to instructions on how to play the game...	Continuation
yeah catanstrophe is the king of ore mountain.	not anymore!	Comment
i have but the one resource	it's mathematically impossible to oblige ;)	Continuation
yo...	ztime!!!	Elaboration
oh dear.	network problems?	Continuation
hi innis!	can observers talk?	Clarification_question
oh wait	roll a damn 8	Explanation
anyone got ore??	nope	Question_answer_pair
anyone want to trade me a clay?	no	Question_answer_pair
no	okay,	Acknowledgement
i'm new to the online league,	it took us a while too	Parallel
bah.	sorry agnes...	Comment
i need a brew	back in 5	Result
sorry	(and it keeps getting robbed)	no_relation
ok,	why not	Continuation
right, anyway...	so i have bugger all... annnnd... yes.	Continuation
have a friend who works there	it's okay,	Continuation
i need both or none :)	and can offer a sheep + wheat	Continuation
ore for clay	sold	Question_answer_pair
you got sheep?	yes	Question_answer_pair
me and aria are near 10	oooh	Comment
did it	good :d	Acknowledgement
allright	gg	Acknowledgement
not going to buy it back	aw	Acknowledgement
can anybody give me a couple of wheat?	no wheat	Question_answer_pair
just mouse over your 9 points	"i guess you're ""close"" to winning, too!"	Continuation
wheat for clay or wood anyone?	charlotte ended their turn.	Result
we must all have like the same resources	yeah,	Acknowledgement
and have managed to get to a friends and use her laptop 	i have no interenet	no_relation
i have only 1 ore	oh one for one is fine	Result
guys,	we may need to spees up...	Continuation
i did that too.	rennoc1 ended their turn.	no_relation
flatmate needs to pick courses for next year	u wanna do that?	no_relation
i have wood	me too :d	Parallel
ohh, okay.	ahh, oh well	no_relation
quite the chain	william has 0 resource.	no_relation
anyone selling ore?	2 sheep?	Elaboration
and you	gaeilgeoir ended their turn.	no_relation
yeah didn't think so	thought so, was checking the odds.	Comment
do not have any wheat	then no sorry	Result
sorry	not your fault :p	Acknowledgement
anyone have sheeo?	no	Question_answer_pair
i was seriously worried i couldn't get that last point	i kept searching for one	no_relation
what would you trade it for?	 clay or wood?	Elaboration
yeah,	i only have one sheep	Contrast
i don't have any, sorry. never mind.	skinnylinny ended their turn.	Sequence
just it would make sense really	get it out the way	Elaboration
never a 10	:9	Comment
