sentence1	sentence2	label
"that his predicting continued volatility is just ""how the world is"	if bringing the message is a crime, i'm guilty of it	Cause
we're working the problem and looking at the issue and meeting with a broad number of customers and constituents to get their views and ideas on the issue	the program-trading outcry was taken to a new level when giant contel corp. said it and 20 or more of the big board's listed companies are forming an unprecedented alliance to complain about the exchange's role in program trading	Contrast
personal income rose 0.3% in september to a $4.469 trillion rate but would have climbed 0.6% had it not been for the storm	among the economic effects of the hurricane was a sharp drop in rental income	Instantiation
it was advised by the u.s. attorney for maryland that it is one of a number of companies being investigated by a federal grand jury for alleged violations of the federal food, drug and cosmetic act	par was already the subject of a federal criminal inquiry into the drug-approval process and a food and drug administration investigation	Asynchronous
the biggest problem facing all commodity exchanges was one of image	earlier this year, the u.s. attorney indicted 45 floor traders and one clerk at the two big chicago exchanges	Cause
"that put the ""seven"" of oct. 17 in perspective for me"	"think i'll buy one of those ""i survived"" t-shirts after all"	Cause
michael maynard offered the world a faster way to break eggs	as thanks, the egg industry tried to break him	Contrast
this isn't a new kind of union leadership, it's a new mexico	we're no longer afraid of associating with private or foreign capital	Cause
mr. salvatori should know	instead of helping his company in the defense spending slowdown, dynamic engineering inc., a troubled subsidiary that makes wind tunnels for the space industry, contributed to much of questech's $3.3 million loss on $55.6 million in revenue last year	Cause
the president's council now uses specific criteria to determine what is considered vigorous	it must produce contractions of large muscle groups, must achieve 60% of maximum aerobic capacity and must be done three or more times a week for a minimum of 20 minutes	Restatement
by late yesterday, both sides appeared prepared to bury the hatchet	the white house announced that mr. agnos, along with the mayors of oakland and alameda, are to accompany president bush on a tour of the earthquake area today	Cause
the bonds are all rated single-a by moody's investors service inc	the underwriters expect a single-a-minus rating from standard & poor's corp., which has the issue under review	Conjunction
it's now a very good time politically to get this over and done with	the government, already buffeted by high interest rates and a slowing economy, has been badly hurt by last week's shake-up in mrs. thatcher's cabinet	Cause
that print their weekly market commentaries on fridays for dissemination the following week	shearson, a 62%-owned unit of american express co., didn't have enough time to update its market commentary	Cause
these efforts wind up creating a market where the price vastly exceeds the cost	with these incentives, demand creates its own supply and a criminal network along with it	Conjunction
in a related development it completed a recapitalization in which its controlling shareholders and top officers, nelson peltz and peter w. may, surrendered warrants and preferred stock in exchange for a larger stake in avery's common shares	on a fully diluted basis, the two raised their stake to 68% from 51%	Restatement
measured the same way, the decline for black males was 14.2%	the drop in mortality rates for women was less steep -- 8.9% for blacks and 5.3% for whites	Contrast
mr. ridley's decision fires the starting pistol for perhaps a costly contest between the world's auto giants for britain's leading luxury-car maker	both general motors corp. and ford motor co. have been trying to amass 15% stakes in jaguar	Cause
unfortunately, this problem continued even after gen. noriega's indictment	"throughout 1988 and this year, i and others in congress have pressed the u.s. to develop a plan for pushing this ""narcokleptocrat"" out of panama"	Cause
only 58% of americans now believe that foreign cars get better gas mileage than domestic models, the journal survey found, down from 68% in 1987	some 46% give foreign cars higher quality ratings, down from 50% two years ago	Conjunction
despite levels of obstruction, incompetence and ensuing frustration of mythic proportion, these projects all remain, in my mind, valuable and well worth the effort	there is a simple reason for this: the cuban people	Cause
he wasn't protecting the freedom marchers	he was tailing them as subversives	Alternative
the challengers will have a big price advantage	digital is expected to tag its new line from about $1.24 million to $4.4 million and up, depending on configuration.that's about half the price of comparably equipped ibm mainframes	Instantiation
in another setback yesterday, united's machinist union asked the treasury department to investigate whether certain aspects of the original buy-out proposal violated tax laws	in an effort to derail the buy-out, the union has already called for investigations by the securities and exchange commission, transportation department and labor department	Conjunction
the subsidiary isn't expected to be profitable for at least one year	if integrated regains the unit, it would receive any profit the unit reports, even while the unit is independent	Contrast
the issue is being sold through freddie mac's 17-member securities selling group	the debentures mature oct. 27, 1999	Conjunction
"for example, 66% of the 18 to 24 year olds in the four latest surveys favored an ""open housing"" law prohibiting homeowners from refusing on racial grounds to sell to prospective buyers"	that compares with 58% of the similar age group in the 1980 through 1982 surveys and 55% in the 1972 through 1975 surveys	Contrast
the wait was miserable	before granting ms. volokh's parents a visa, the government required her mother to obtain permission from her first husband, whom she had divorced 38 years earlier	Conjunction
two gunmen entered a maryland restaurant, ordered two employees to lie on the floor and shot them in the backs of their heads	the killers fled with less than $100	Asynchronous
nellcor, a maker of electronic patient monitoring systems, was up 3/4 to 16 7/8 on 258,000 shares yesterday, while retailing issue office club was unchanged at 10 3/4 on 65,200 shares	bizmart, another retailing stock, was off 3/8 to 8 1/4 on nearly 80,000 shares	Conjunction
it will idle for four weeks the st. louis assembly plant	the plant is scheduled to resume production on nov. 20., and 3,300 hourly workers will be affected	Conjunction
pepsico rose 1 3/8 to 58 1/2; coca-cola co. was unchanged at 66 3/4	mcdonald's also closed unchanged at 30 1/2	List
news programs, particularly if they score well in the ratings, appeal to the networks' cost-conscious corporate parents because they are so much less expensive to produce than an entertainment show is -- somewhere between $400,000 and $500,000 for a one-hour program	entertainment shows tend to cost twice that	Contrast
but she asks a workman toting the bricks from the lawn to give her a boost through an open first-floor window	once inside, she spends nearly four hours measuring and diagramming each room in the 80-year-old house	Asynchronous
"of the self-starting vacuum cleaner, he says: ""could be cuddles, {mrs.stinnett's dog}."" the flying telephone: ""you tangle the base cord around a chair leg, and the receiver does seem to fly off"	"the ghostly footsteps: ""interstate 64 is a block away, and heavy traffic can sure set a house to vibrating"	Conjunction
the contract will be based on the three-month hong kong interbank offered rate, or hibor	it is almost a carbon copy of the chicago mercantile exchange's eurodollar contract, which is based on the three-month eurodollar rate, the rate paid on u.s.-dollar deposits in london banks	Restatement
in his affidavit filed yesterday, warner's mr. ross indicated he isn't buying any such argument	if sony succeeds here, no written contract in hollywood will be worth the paper it's written on	Cause
no doubt there is something to irk everyone in this at&t-sponsored dramatization of bob woodward and carl bernstein's book about watergate	personally, i'm irked by its combination of ponderousness and timidity, which adds up to an utter lack of drama	Instantiation
in other operations, losses at merabank totaled $85.7 million in the latest quarter, compared with a $2.5 million profit a year earlier	the latest quarter includes a $42.7 million addition to loan-loss reserves	Contrast
the explosions began when a seal blew out	dozens of workers were injured	Cause
sen. packwood has offered his capital-gains-cut package as an amendment to a bill that would authorize aid to poland and hungary	democrats are holding up a vote on the amendment by threatening a filibuster, or extended debate	Contrast
second, the $5,760 i'd get back would be much diminished in purchasing power by 10 years of inflation	amex, not i, would get the benefit of the investment income on my money	Conjunction
of 14 activities, the journal survey found that 12 -- including bicycling, skiing and swimming -- are being done by fewer americans today than eight years ago	time pressures and the ebb of the fitness fad are cited as reasons for the decline	Restatement
united pilots have shown on a number of occasions they are willing and able to strike	if you have both {labor} groups on strike, you've got no revenue and that's a very scary thing for a bank to be looking at	Cause
we urge our people not to wait until they have to fight for their own nation	by populating a place now, we make ourselves a power any new government will have to take into account	Alternative
a genuine market for labor and wages would replace the present rigid, centralized system	departing from decades of soviet dogma, the new system would lead to big differences in pay between workers and almost certainly to unemployment	Contrast
the issue yields 8.90% and carries a guarantee covering 9% of the deal from the company	first boston sweetened the terms from the original yield estimate in an apparent effort to place the huge offering	Conjunction
but doesn't presage u.s. memories' failure	i would like to have had them	Contrast
it retained three investment bankers to assist it in developing and implementing a financial restructuring plan	it wouldn't identify the bankers	Contrast
republican sen. arlen specter of pennsylvania engaged the nominee in a verbal contest aimed at showing that mr. bork was willing to stretch the constitution in one area (free speech) while remaining rigid in all the others	"it achieved a good media play, and enabled sen. specter and others to vote against mr. bork out of ""conscience"	Restatement
the branches are just warmed over, empty halls	why should i be part of that problem	Cause
mr. baker may want to avoid criticism from senate majority leader george mitchell, but as secretary of state his audience is the entire free world, not just congress	in any case, he's likely to find that the more he muzzles his colleagues, the more leaks will pop up all around washington	Conjunction
educators added that next needs to soon offer a color version of its computer	every major maker offers computers with color displays	Cause
i can adjust the amount of insurance i want against the amount going into investment	i can pay more or less than the so-called target premium in a given year	List
in late new york trading yesterday, the dollar was quoted at 1.8355 marks, down from 1.8470 marks monday, and at 141.45 yen, down from 141.90 yen late monday	sterling was quoted at $1.6055, up from $1.6030 late monday	Conjunction
tuesday's notable losers were highpriced shares such as pioneer, which shed 210 yen to 5,900 yen	sony was down 130 to 8,590	List
prices for the u.s. benchmark west texas intermediate crude remained locked in a fairly narrow range before ending the session four cents lower at $19.72 a barrel for december delivery	the petroleum market was ready to rally after two days of price declines from profit-taking	Contrast
rate settlements in minnesota and colorado depressed u s west's third-quarter profit	net income dropped 8.9%	Restatement
soon, only large corporations will be able to afford to buy and run football teams	to tackle the problem, nfl owners have proposed setting a rookie wage scale to try to rein in salaries	Cause
name-dropping recently helped mr. houston-montgomery crash a party fame magazine threw for 100 of the 2,809 people mentioned in the diaries of the late andy warhol	i guess i might have asked beauregard to leave, but he drops so many good names, we decided to let him stay	Cause
prices closed mixed as contracts reacted to largely offsetting bullish and bearish news	on the chicago board of trade, soybeans for november delivery closed at $5.63 a bushel, down half a cent, while the december wheat contract rose three-quarters of a cent to $4.0775 a bushel	Restatement
the series got off to a lukewarm start oct. 14 with a 16.2% rating	the next night it drew 17.4% of homes	Asynchronous
graham pimlott, 40, was named to the new post of chief executive officer of the merchant-banking corporate-finance division	callum mccarthy, 45, was named to the new post of deputy head of the corporate-finance division and a managing director	List
if the cia has become a protection service for mr. noriega, the american people ought to know	what went wrong in panama is a fitting subject for public and congressional inquiry	Conjunction
particularly if saab is a reasonably attractive proposition	he thinks saab-scania ab on friday will announce the sale of 50% of its car division to ford	Conjunction
the united flight-attendants union agreed to negotiations that could lead to the flight attendants contributing concessions to a revived bid in exchange for an ownership stake	"the pilot union, the only one to support the buy-out thus far, said the flight attendants' decision ""enforces our belief that an all-employee owned airline is practical and achievable"	Asynchronous
the u.s. chamber of commerce has been in the forefront in supporting the bush proposal	it endorsed the white house strategy, believing it to be the surest way to victory	Cause
meanwhile, bond investors are laboring under the onus of a national debt ceiling debate	although the treasury is expected to announce details of its november quarterly refunding operation today, the nov. 79 schedule could be delayed unless congress and the president act soon to lift the nation's debt ceiling	Restatement
the checkoff: at least somebody gains on layoffs	the association of outplacement consulting firms says the industry's volume has soared tenfold since 1980, to $350 million a year	Restatement
kirschner medical fell 4 to 15	the company said its third-quarter earnings will probably be lower than the 16 cents a share it reported last year, despite a rise in the company's revenue	Conjunction
the company already is gearing up for a renaissance of nuclear power even though it hasn't received an order for a domestic nuclear plant in a decade	he expects a commercial order by 1995 for the company's ap600 nuclear power plant, which is under development	Restatement
international paper and weyerhaeuser declined to comment	canadian pacific couldn't be reached for comment, and macmillan bloedel said it hasn't any plans to make a bid for nekoosa	Conjunction
there are a lot more downward revisions of earnings forecasts than upward revisions	people are questioning corporate profits as a pillar of support for the equity market	Cause
when he arrived in the u.s. in 1969 he tried selling japanese yen-denominated bonds to u.s. investors	he made desperate efforts, using the yellow pages from beginning to end	Conjunction
the restructuring program is designed to increase the company's tangible capital ratio	it includes removing $242 million in good will from the books, issuing $150 million in preferred stock and commencing an exchange offer for $52 million in convertible bonds	Restatement
that having mr. phillips succeed mr. roman would make for a smooth transition	"graham phillips has been there a long time, knows the culture well, is aggressive, and apparently gets along well with"" mr. sorrell"	Cause
and in a japanese corporate first, nissan recently opened the first coed company dormitory for single employees at the suburban tokyo technical center	we had lots of internal debate about this one	Concession
sen. strom thurmond (r., s.c.) recently urged fellow lawmakers to revive a broad federal death penalty	the ultimate punishment will protect the law-abiding from the vicious, cruel individuals who commit these crimes	Cause
today a president can still send up spending rescissions, but they're meaningless unless congress has a guilty conscience and changes its mind	this is like asking foxes to feel remorse about chickens	Contrast
later, the judge went a step farther	"after laurel bank tried to repossess the car, a vice president asked him to intervene in an unrelated legal dispute involving a trust account.the judge wrote again. ""i find myself in an adversary relationship with laurel bank, and i am not inclined to extend myself as far as any favors are concerned,"" the judge wrote back in a letter attached to the grand jury's report. ""perhaps if my personal matters can be resolved with laurel bank in the near future, i may be inclined to reconsider your request"	Restatement
and ratings could be hurt by a lack of live events	all prime-time fare will be on tape-delay because of time differences with norway, so the results can be announced on the 6 o'clock news	Cause
"they hope they can buy some government cost discipline,"" but this is a false hope"	that government has done an even worse job of controlling its health bill than business	Contrast
the company's turnaround is far from complete	many crucial tests are just beginning	Cause
this same tendency toward openness impressed a group of visiting u.s. congressmen this spring	"rather than trying to ""lecture us,"" says one congressional aide who attended the two-hour meeting, mr. krenz ""wanted to listen"	Instantiation
texaco said profit rose 11% in the quarter, partly due to a massive restructuring	sun posted a gain	Conjunction
cathay is taking several steps to bolster business	one step is to beef up its fleet	Instantiation
all drug-consuming countries must jointly decide to combat and punish the consumers and distributors of drugs	the u.s., as the major drug consumer, should lead this joint effort	Conjunction
designs call for an l-shaped structure with a playground in the center.there will be recreation and movie rooms	teens will be able to listen to music with headsets	List
the action came as congress sent to president bush a fiscal 1990 bill providing an estimated $156.7 billion for the departments of labor, education, health and human services	final approval was on a 67-31 roll call in the senate, which sets the stage for a veto confrontation with mr. bush over the issue of publicly financed abortions for poor women	Conjunction
volume has been appalling	the market was dragged up by the scruff of its neck by wall street and by market makers getting caught short	Restatement
ge capital has a working relationship with l.j. hooker	it is providing $50 million in emergency financing to the company and has agreed to buy as much as $75 million in receivables from b. altman & co. and bonwit teller, l.j. hooker's two fully owned department-store chains	Restatement
in the third quarter, orders rose a real 5% and a nominal 9%	domestic orders were up a real 11% and a nominal 14%, while foreign orders rose a real 1% and a nominal 5%	Restatement
if a food crisis undid the communists, a food revolution will make solidarity	the potential is displayed along every road into warsaw: row upon row of greenhouses, stretching out behind modern mansions that trumpet their owners' wealth	Conjunction
at a news conference last may announcing plans for the auction, sotheby's estimated its value in excess of $100 million	more recently, sotheby's has predicted the collection will fetch $140 million	Contrast
for the year, winnebago had a loss of $4.7 million, or 19 cents a share, following profit of $2.7 million, or 11 cents a share, a year earlier	sales rose 2% to $437.5 million from $430.3 million	Conjunction
he points the gun in the wrong direction	it isn't the americans who must be criticized for not understanding the japanese culture, but the japanese who insist on forcing their culture on americans	Restatement
in addition, whitbread intends to focus on its newer hotel, liquor store and restaurant businesses in europe and north america	in britain, those interests include the beefeater steakhouse chain and joint ownership with pepsico inc. of the country's pizza hut chain	Restatement
she spent a month at an aetna school in gettysburg, pa., learning all about the construction trade, including masonry, plumbing and electrical wiring	that was followed by three months at the aetna institute in hartford, where she was immersed in learning how to read and interpret policies	Asynchronous
he would write the letters as ordered	i accept the resolution of the matter by the ethics committee	Cause
sound stages echo	acting sometimes falls flat	List
brokerage houses are sweet on h&r block, too	zacks investment research counts five brokerage houses that consider the stock a buy, and four that call it a hold	Instantiation
he couldn't yet say if the sale prices would match book values	all three non-food operations are profitable	Concession
they have developed a genetic engineering technique for creating hybrid plants for a number of crops, such as cotton, soybeans and rice	the scientists at plant genetic systems n.v. isolated a gene that could lead to a generation of plants possessing a high-production trait	Restatement
newspapers, including this one, have generally ignored his news releases	talk show hosts quickly change the topic	List
p&g and unilever bring with them great experience with mundane products like soap and toilet paper, sparking disdain in the glitzy cosmetics trade; but they also bring mammoth marketing clout, sparking fear	though it is far from certain that companies best known for selling promise margarine and tide detergent will succeed in cosmetics, there's little doubt they will shake up the industry	Cause
the state-owned industrial holding company instituto nacional de industria and the bank of spain jointly hold a 13.94% stake in banco exterior	the government directly owns 51.4% and factorex, a financial services company, holds 8.42%	List
the next time you hear a member of congress moan about the deficit, consider what congress did friday	the senate, 84-6, voted to increase to $124,000 the ceiling on insured mortgages from the fha, which lost $4.2 billion in loan defaults last year	Restatement
that's the troubling conclusion reached by many international investors and money managers angry at the malfunctions on continental stock exchanges during last week's global market turbulence	they say the recent market volatility has underscored the shortcomings of the way many european exchanges trade stocks	Restatement
but after joining the tax department of a usx subsidiary 30 years ago, he set the modest goal of becoming tax manager by the age of 46	for years, he quietly stuck to the back accounting rooms	Asynchronous
but this skittishness is creating liquidity problems in certain otc stocks	it's harder to sell stocks when the sell programs come in because some market makers don't want to {take the orders	Cause
the parent asked it to respond by oct. 31	it can provide no assurance a transaction will occur	Contrast
he helped persuade 10 of these senators to support him and majority leader george mitchell on these grounds	the budget reconciliation had to be dealt with by the oct. 15 deadline, and these senate democrats refused to agree to allow a vote to append capital gains to the budget bill	Asynchronous
california's high-priced real estate puts it in an awkward position, too	one provision last night would have raised the cap on disaster loans to $500,000 from $100,000 per household to accommodate san francisco losses	Instantiation
in a labor-intensive process, the seed companies cut off the tassels of each plant, making it male sterile	they sow a row of male-fertile plants nearby	Asynchronous
"to set ""negligible risk"" levels for pesticide residues in processed food"	chemicals that exceed these risk levels would be barred, but those that fall below these levels would be allowed	Cause
"that the membership number has even kept close to its 1976 size is the result of the ""graying"" of the church"	"many of the enthusiastic young ""moonies"" of the nixon era who remained faithful to father moon are now parents, producing new members by procreation rather than conversion"	Restatement
that the federal drug enforcement administration has established a federal-local task force responsible since april for 106 arrests and more than $2 million in seizures of drug dealers' assets	the defense department has lent the washington u.s. attorney 10 prosecutors, and the federal bureau of investigation has provided crime laboratory facilities and training, he added	Conjunction
eventually, mr. stoll was invited to both the cia and nsa to brief high-ranking officers on computer theft	he savored the humor of his uncombed appearance among these buttoned-up chaps	Synchrony
"instead, it turns on the disputed and elusive facts of ""who did what to whom"	it is difficult, if not impossible, for anyone who has not pored over the thousands of pages of court pleadings and transcripts to have a worthwhile opinion on the underlying merits of the controversy	Cause
there's an equally pressing deadline for the government to define its monetary and economic ties to the rest of the european community	it has sent mixed signals about its willingness to take part in the exchange-rate mechanism of the european monetary system	Asynchronous
in its home market, nissan has grabbed attention with limited-production minicars featuring styling odd enough to be cute	one is the pao, a tiny coupe with a peelback canvas top and tilted headlights that give it a droopy-eyed look	Instantiation
setting the stage for a possible bidding war with gm	jaguar has been discussing an alliance with gm, but ford's move may derail the talks	Cause
american express's share of shearson's earnings was $41 million, after preferred stock dividends	it owns about 68% of shearson's common	Cause
announced and anticipated purchases from foreign countries are also supporting futures prices	russian ships are arriving in the gulf and there isn't enough grain in the pipeline	Instantiation
poverty remains far more widespread among blacks than other americans	in 1988, 31.6% of blacks lived in poverty, compared with 10.1% for whites and 26.8% for hispanics	Restatement
the company was founded in sacramento in 1929 by two brothers, ralph and walter merksamer, who operated as devon's jewelers	in 1979, the pair split the company in half, with walter and his son, sam, agreeing to operate under the merksamer jewelery name	Asynchronous
when alger hiss became a lightning rod for the anxieties of the cold war and conflicting attitudes toward the new deal he had served	his trials aroused public passions out of all proportion to the rather banal secrets he allegedly had passed to soviet intelligence	Restatement
mr. taylor's victory was an embarrassment for both state and national republicans	mr. anderson, a former lott aide, received campaign assistance from the senator and from president bush	Cause
"russell miller's ""bare-faced messiah: the true story of l. ron hubbard"" is a biography of the founder of the church of scientology.mr. hubbard, who died in 1986, bequeathed the copyrights on his writings to his church, which licensed them to new era publications, a danish corporation"	"in 1988 new era sought a permanent injunction to restrain henry holt & co. from publishing ""bare-faced messiah"" on the ground that mr. miller's quotations from mr. hubbard infringed the copyrights"	Asynchronous
the paper reflected the truth	for the leadership, that was too painful to bear	Contrast
the estimated $40 million from the new pre-merger notification fee would be divided between the justice department's antitrust division and the federal trade commission	the federal bureau of investigation is slated to receive $30 million by charging for fingerprint services in civil cases	Conjunction
the white house never wavered over the veto	christopher smith (r., n.j.), a pro-life leader in the house, suggested a compromise that would have adapted restrictive language from rape and incest exceptions in the states	Contrast
but yesterday, the heavy trading action eventually consumed not only messrs.jacobson and bates but four other jacobson partners	about 30 floor traders crammed near the ual post most of the day	Cause
banco exterior was one of the last banks to create a brokerage house before the four spanish stock exchanges underwent sweeping changes in july	the late start may be a handicap for the bank as spain continues to open up its market to foreign competition	Cause
at gmac, net dropped 3.1% to $234.5 million from $241.9 million the finance unit attributed the decline to higher borrowing costs compared with a year earlier	gmac said its automotive financing and leasing business rose 35% in the u.s., largely because of dealer and customer incentives used to boost sales	Contrast
new york city bonds have been beaten down for three straight weeks	on friday, some issues fell nearly one point, or close to $10 for each $1,000 face amount	Instantiation
priced at 99.85 to yield 8.387%	the noncallable issue was priced at a spread of 62.5 basis points above the treasury's five-year note	Conjunction
british government restrictions prevent any single shareholder from going beyond 15% before the end of 1990 without government permission	"the british government, which owned jaguar until 1984, still holds a controlling ""golden share"" in the company"	Conjunction
nissan helped develop a tokyo restaurant with both vehicles as its design theme	the chairs are s-cargo seats, and a gift shop sells such items as alarm clocks styled like the pao's oversized speedometer	Instantiation
"he describes a reporter as ""miss first amendment"	"he describes a drowned corpse as ""esther williams"	List
the pocketbook impact of health benefits has driven business and labor to a surprising consensus	both the afl-cio and the national association of manufacturers are calling for measures to control rising costs, improve quality and provide care to the 31 million americans who currently lack health insurance	Restatement
it agreed to sell 75 million canadian dollars (us$63.9 million) of 8% convertible debentures to a group of securities dealers	the 15-year debentures are convertible before maturity at c$12.50 for each mark common share, and can be redeemed at the company's option, under certain conditions, after nov. 30, 1992	Conjunction
the imf has several reasons for requesting the increase	its role in the economies of developing countries has grown steadily since the 1970s	Instantiation
the red tape they most love to hate is red tape they would also hate to lose	that much of the government meddling that torments them is essential to the public good, and even to their own businesses	Cause
but in affidavits filed yesterday in the los angeles court, mr. ross, warner bros.chairman robert daly and president semel deny that such an oral agreement was ever made	"warner, in its court filings, calls it ""a piece of fiction created for this litigation"	Contrast
to attract broader support	it will feature a cost-containment provision designed to keep expanded benefits from fueling higher care prices	Restatement
"by default,"" the dollar probably will be able to hold up pretty well in coming days"	"we're close to the bottom"" of the near-term ranges"	Pragmatic cause
that 13.1% of the u.s. population, or 31.9 million people, were living in poverty in 1988	last year's figure was down from 13.4% in 1987	Contrast
in one sense, this limits him	"unlike a writer such as gabriel garcia marquez mr. mahfouz's style offers little that can be labeled ""egyptian"	Cause
lend computer equipment to replace that damaged at el espectador, buy ad space, publish stories under the bylines of el espectador journalists	"perhaps an arrangement could be worked out to ""sponsor"" el espectador journalists and staff by paying for added security in exchange for exclusive stories"	Alternative
last month, for example, mips agreed to supply its computers to nixdorf computer ag of west germany and france's groupe bull	sony corp., tandem computers inc. and digital equipment have agreed to sell mips computers and companies such as japan's nec corp. and west germany's siemens a.g. have agreed to make mips chips under license	Conjunction
but both the white house and congress appear most anxious to speed final approval before tonight's deadline	administration pressure discourages any effort to add to total funding	Restatement
yet it is also axiomatic that the power to create new crimes belongs only to the legislature, and not to courts	beginning in the early 19th century, with u.s. v.hudson and goodwin, the supreme court has repeatedly held that a judicial power to declare conduct to be against the public interest and hence criminal, while well established in british law, would usurp legislative authority under the doctrine of separation of powers	Instantiation
even so, the trust would seem to be facing a cash crunch	as of june 30, it had settled only about 15,000 of the 81,000 received claims from asbestos victims, for an average of $40,424 each	Cause
but its financial profile is closely guarded by members of the founding family	there are very few companies that can boast of such a close-knit group	Conjunction
"but in introductory material for the campaign, the trade group urges members to ""arm"" for a ""revolution"" against big, out-of-state bank-holding companies"	a video sent to association members, featuring shots of the alamo, cowboys, fajitas and a statue of sam houston, doesn't mince words	Instantiation
each $1 cumulative share can be converted into 4.92 common shares	the ratio on the $3 cumulative is eight common shares for each $3 cumulative preferred	Conjunction
he turned himself in to authorities in new york earlier this year	he maintains that the information from the fbi will help him get his 1968 conviction vacated and his bail-jumping indictment dismissed	Conjunction
in january, american medical brought in a new chief executive officer, richard a. gilleland, 45	a few days later, american medical announced sharply lower earnings, taking charges of $24 million for insurance reserves and canceled real estate leases	Asynchronous
this would force out of business many of the individuals and small firms that function as floor brokers	a consequence of their departure could be a serious diminution of market liquidity	Cause
sen. bradley's argument is that a capital-gains tax cut would be bad for the economy in the longer run	it would inevitably lead to an increase in marginal income-tax rates in 1990 when the white house is forced to ask for higher taxes to meet budget targets	Instantiation
the plant employs between 800 and 900 on three shifts	the number working at the time of the blast wasn't known	Contrast
during his years in chiriqui, however, mr. noriega also revealed himself as an officer as perverse as he was ingenious	rodrigo miranda, a local lawyer and human-rights monitor, recalls an intoxicated noriega visiting prisoners in their cells at the 5th zone garrison headquarters in david, where he had his offices.mr. noriega would order them all to take off their clothes and run around the courtyard naked, laughing at them and then retreating to his office	Instantiation
james morgan's pick for october -- dynascan -- is a substantial 35% riskier than the market portfolio	his lauded thermo electron pick is 40% riskier	Conjunction
the report of the bankruptcy filing stunned hollywood executives and investors	"it's a shocker,"" said joseph di lillo, chairman of drake capital securities, a brokerage firm that has an investment in qintex entertainment"	Instantiation
the beebes alleged that toxic fumes from the carpets made them sick	as a result of their illness they lost $1.8 million in wages and earnings	Cause
and he is using the money to help buy a 45-acre horse farm	just imagine how exciting that would be if that's your horse	Cause
u.s. producers had a $2.15 billion backlog of unfilled orders at the end of september	that was up 2.8% from a year earlier, even though orders for the first nine months of 1989 were down 19% from the comparable 1988 period	Contrast
environmental protection program current interest bonds are due 1995-1999, 2005 and 2009.they are tentatively priced to yield from 6.45% in 1995 to 7.10% in 2009	the standard capital appreciation bonds in the issue, due 1998-2011, yield to maturity from 6.70% in 1998 to 7.10% in 2009-2011	Conjunction
"nearly three-fourths of the people who own home exercise equipment don't use it as much as they planned, according to the wall street journal's ""american way of buying"" survey"	almost half of the exercise equipment owners found it duller than they expected	Cause
"consequently, small business is taking more ""pro-active"" steps to counter mandated leaves"	in pennsylvania, small businesses are pushing for a voluntary alternative	Instantiation
the big board's disclosure of program trading activity on these two days was unusual	though it collects such data daily, its monthly reports on program trading usually come out about three weeks after each month ends	Cause
anne burford, the former epa chief who resigned under fire in 1983 during a flap with congress, was kayoed in the confrontation another former epa official, rita lavelle, is still struggling after her conviction in 1983 on perjury charges no book contracts have been dangled before deborah gore dean, the reigning queen of the hud scandal	"donna rice of gary hart fame failed to obtain a book contract and lost her modeling contract for ""no excuses"" jeans"	Conjunction
and reduce the deficit	repeal would generate more in new taxes than the government would lose in increased social security benefit payments	Cause
giving them the benefit of foreign currency translations when the dollar is weak	from its high point on thursday, oct. 12, to where it traded late in new york a week later, the dollar fell 3.6% against the west german mark, 3.4% against the british pound and 2.1% against the japanese yen	Instantiation
for working until 11 p.m. seven days a week to cover his $3,000 a month rent	for providing what his customers described as very personal and helpful service	List
the magazines i am looking for are underdeveloped	they could be old or new, but they are magazines whose editorial quality needs to be improved	Restatement
it was down more than 40 points a half-hour before the close, marking a 61.5-point turnaround from its high, reached in the first 15 minutes of trading	the narrower financial times 30-share index fell 29.6 to 1730.7	Conjunction
i expect to see the demand exceed supply for fujis for the next 10 to 15 years	washington red delicious, by the way, are wholesaling for less than $10 a box these days	Contrast
quarter net for the business-machines and financial-services company rose to $155 million, or $1.41 a share, from $146 million, or $1.37 a share, in the year-earlier period	revenue rose to $4.45 billion from $4.15 billion	Conjunction
some equipment going to work is almost new	grace energy just two weeks ago hauled a rig here 500 miles from caspar, wyo., to drill the bilbrey well	Restatement
it looks to us like a golden opportunity for george bush to chop off at the knees all this talk about a timid, unserious presidency	mr. bush would be acting in the public interest if he let the washington elites who manipulate these budgets live for just one year on a restricted diet	Restatement
it has difficulties paying its foreign debts	how can it make available funds for purchases	Cause
the maxwell deal is quebecor's second big printing acquisition in just over a year	last october, quebecor bought 23 canadian printing plants from bce inc., a montreal telecommunications, manufacturing, energy and real estate company	Cause
the white house and the democratic leadership in congress blame each other for turning capital-gains taxes into such a divisive issue this year	neither side showed any sign of retreating	Conjunction
the summer crop is harvested, winter sowing has yet to begin	farmers in loose turbans and fancy earrings spend their afternoons laughing and gossiping at the markets	Conjunction
third-quarter net income rose a lower-than-anticipated 5.2% to $238.3 million, or 83 cents a share, from $226.5 million, or 78 cents	third-period sales were $2.49 billion, up from last year's $2.34 billion	Conjunction
among other things, the industry is trying to come up with standardized business lists that cut down on duplications	we're going to have to mail a lot less and a lot smarter	Restatement
they began uncovering a confusing variety of genetic deletions, some existing only in benign polyps, others in malignant cells and many in both polyps and malignant cells	gradually, a coherent picture of cancer development emerged	Concession
